,Abbreviation,TeamId,GridPosition,Position,Time,Status,Race,TotalTime,Rain,Temp
741,NOR,mclaren,3.0,2.0,5477808000000.0,Finished,Japanese Grand Prix,0 days 01:31:17.808000,0.0,
742,PIA,mclaren,2.0,3.0,5494915000000.0,Finished,Japanese Grand Prix,0 days 01:31:34.915000,0.0,
743,LEC,ferrari,4.0,4.0,5502419000000.0,Finished,Japanese Grand Prix,0 days 01:31:42.419000,0.0,
744,HAM,mercedes,7.0,5.0,5507797000000.0,Finished,Japanese Grand Prix,0 days 01:31:47.797000,0.0,
745,SAI,ferrari,6.0,6.0,5508642000000.0,Finished,Japanese Grand Prix,0 days 01:31:48.642000,0.0,
746,RUS,mercedes,8.0,7.0,5516080000000.0,Finished,Japanese Grand Prix,0 days 01:31:56.080000,0.0,
747,ALO,aston_martin,10.0,8.0,5533146000000.0,Finished,Japanese Grand Prix,0 days 01:32:13.146000,0.0,
748,OCO,alpine,14.0,9.0,5538099000000.0,Finished,Japanese Grand Prix,0 days 01:32:18.099000,0.0,
749,GAS,alpine,12.0,10.0,5541576000000.0,Finished,Japanese Grand Prix,0 days 01:32:21.576000,0.0,
750,LAW,rb,11.0,11.0,5544665000000.0,Lapped,Japanese Grand Prix,0 days 01:32:24.665000,0.0,
751,TSU,rb,9.0,12.0,5545550000000.0,Lapped,Japanese Grand Prix,0 days 01:32:25.550000,0.0,
752,ZHO,sauber,19.0,13.0,5547916000000.0,Lapped,Japanese Grand Prix,0 days 01:32:27.916000,0.0,
753,HUL,haas,18.0,14.0,5551174000000.0,Lapped,Japanese Grand Prix,0 days 01:32:31.174000,0.0,
754,MAG,haas,15.0,15.0,5571146000000.0,Lapped,Japanese Grand Prix,0 days 01:32:51.146000,0.0,
755,ALB,williams,13.0,16.0,,Retired,Japanese Grand Prix,,0.0,
756,SAR,williams,20.0,17.0,,Retired,Japanese Grand Prix,,0.0,
757,STR,aston_martin,17.0,18.0,,Retired,Japanese Grand Prix,,0.0,
758,PER,red_bull,5.0,19.0,,Retired,Japanese Grand Prix,,0.0,
759,BOT,sauber,16.0,20.0,,Retired,Japanese Grand Prix,,0.0,
760,VER,red_bull,1.0,1.0,5259168000000.0,Finished,Qatar Grand Prix,0 days 01:27:39.168000,0.0,
761,PIA,mclaren,6.0,2.0,5264001000000.0,Finished,Qatar Grand Prix,0 days 01:27:44.001000,0.0,
762,NOR,mclaren,10.0,3.0,5265137000000.0,Finished,Qatar Grand Prix,0 days 01:27:45.137000,0.0,
763,RUS,mercedes,2.0,4.0,5293287000000.0,Finished,Qatar Grand Prix,0 days 01:28:13.287000,0.0,
764,LEC,ferrari,5.0,5.0,5298144000000.0,Finished,Qatar Grand Prix,0 days 01:28:18.144000,0.0,
765,ALO,aston_martin,4.0,6.0,5308200000000.0,Finished,Qatar Grand Prix,0 days 01:28:28.200000,0.0,
766,OCO,alpine,8.0,7.0,5321558000000.0,Finished,Qatar Grand Prix,0 days 01:28:41.558000,0.0,
767,BOT,sauber,9.0,8.0,5325731000000.0,Finished,Qatar Grand Prix,0 days 01:28:45.731000,0.0,
768,ZHO,sauber,19.0,9.0,5335295000000.0,Finished,Qatar Grand Prix,0 days 01:28:55.295000,0.0,
769,PER,red_bull,20.0,10.0,5339349000000.0,Finished,Qatar Grand Prix,0 days 01:28:59.349000,0.0,
770,STR,aston_martin,16.0,11.0,5340820000000.0,Finished,Qatar Grand Prix,0 days 01:29:00.820000,0.0,
771,GAS,alpine,7.0,12.0,5341468000000.0,Finished,Qatar Grand Prix,0 days 01:29:01.468000,0.0,
772,ALB,williams,13.0,13.0,5350182000000.0,Finished,Qatar Grand Prix,0 days 01:29:10.182000,0.0,
773,MAG,haas,18.0,14.0,5351428000000.0,Lapped,Qatar Grand Prix,0 days 01:29:11.428000,0.0,
774,TSU,rb,11.0,15.0,5359140000000.0,Lapped,Qatar Grand Prix,0 days 01:29:19.140000,0.0,
775,HUL,haas,14.0,16.0,5365267000000.0,Lapped,Qatar Grand Prix,0 days 01:29:25.267000,0.0,
776,LAW,rb,17.0,17.0,5377290000000.0,Lapped,Qatar Grand Prix,0 days 01:29:37.290000,0.0,
777,SAR,williams,15.0,18.0,,Retired,Qatar Grand Prix,,0.0,
778,HAM,mercedes,3.0,19.0,,Retired,Qatar Grand Prix,,0.0,
779,SAI,ferrari,12.0,20.0,,Did not start,Qatar Grand Prix,,0.0,
780,VER,red_bull,6.0,1.0,5721362000000.0,Finished,United States Grand Prix,0 days 01:35:21.362000,0.0,
781,NOR,mclaren,2.0,2.0,5732092000000.0,Finished,United States Grand Prix,0 days 01:35:32.092000,0.0,
782,SAI,ferrari,4.0,3.0,5736496000000.0,Finished,United States Grand Prix,0 days 01:35:36.496000,0.0,
783,PER,red_bull,9.0,4.0,5739822000000.0,Finished,United States Grand Prix,0 days 01:35:39.822000,0.0,
784,RUS,mercedes,5.0,5.0,5746361000000.0,Finished,United States Grand Prix,0 days 01:35:46.361000,0.0,
785,GAS,alpine,7.0,6.0,5769358000000.0,Finished,United States Grand Prix,0 days 01:36:09.358000,0.0,
786,STR,aston_martin,20.0,7.0,5770058000000.0,Finished,United States Grand Prix,0 days 01:36:10.058000,0.0,
787,TSU,rb,11.0,8.0,5795747000000.0,Finished,United States Grand Prix,0 days 01:36:35.747000,0.0,
788,ALB,williams,15.0,9.0,5808076000000.0,Finished,United States Grand Prix,0 days 01:36:48.076000,0.0,
789,SAR,williams,16.0,10.0,5809360000000.0,Finished,United States Grand Prix,0 days 01:36:49.360000,0.0,
790,HUL,haas,18.0,11.0,5811266000000.0,Finished,United States Grand Prix,0 days 01:36:51.266000,0.0,
791,BOT,sauber,13.0,12.0,5819963000000.0,Finished,United States Grand Prix,0 days 01:36:59.963000,0.0,
792,ZHO,sauber,12.0,13.0,5823539000000.0,Lapped,United States Grand Prix,0 days 01:37:03.539000,0.0,
793,MAG,haas,17.0,14.0,5828035000000.0,Lapped,United States Grand Prix,0 days 01:37:08.035000,0.0,
794,RIC,rb,14.0,15.0,5828815000000.0,Lapped,United States Grand Prix,0 days 01:37:08.815000,0.0,
795,ALO,aston_martin,19.0,16.0,,Retired,United States Grand Prix,,0.0,
796,PIA,mclaren,10.0,17.0,,Retired,United States Grand Prix,,0.0,
797,OCO,alpine,8.0,18.0,,Retired,United States Grand Prix,,0.0,
798,HAM,mercedes,3.0,19.0,5822188000000.0,Disqualified,United States Grand Prix,0 days 01:37:02.188000,0.0,
799,LEC,ferrari,1.0,20.0,5844625000000.0,Disqualified,United States Grand Prix,0 days 01:37:24.625000,0.0,
800,VER,red_bull,3.0,1.0,7350814000000.0,Finished,Mexico City Grand Prix,0 days 02:02:30.814000,0.0,
801,HAM,mercedes,6.0,2.0,7364689000000.0,Finished,Mexico City Grand Prix,0 days 02:02:44.689000,0.0,
802,LEC,ferrari,1.0,3.0,7373938000000.0,Finished,Mexico City Grand Prix,0 days 02:02:53.938000,0.0,
803,SAI,ferrari,2.0,4.0,7377968000000.0,Finished,Mexico City Grand Prix,0 days 02:02:57.968000,0.0,
804,NOR,mclaren,17.0,5.0,7384080000000.0,Finished,Mexico City Grand Prix,0 days 02:03:04.080000,0.0,
805,RUS,mercedes,8.0,6.0,7391834000000.0,Finished,Mexico City Grand Prix,0 days 02:03:11.834000,0.0,
806,RIC,rb,4.0,7.0,7392384000000.0,Finished,Mexico City Grand Prix,0 days 02:03:12.384000,0.0,
807,PIA,mclaren,7.0,8.0,7393918000000.0,Finished,Mexico City Grand Prix,0 days 02:03:13.918000,0.0,
808,ALB,williams,14.0,9.0,7399387000000.0,Finished,Mexico City Grand Prix,0 days 02:03:19.387000,0.0,
809,OCO,alpine,15.0,10.0,7413693000000.0,Finished,Mexico City Grand Prix,0 days 02:03:33.693000,0.0,
810,GAS,alpine,11.0,11.0,7417022000000.0,Finished,Mexico City Grand Prix,0 days 02:03:37.022000,0.0,
811,TSU,rb,18.0,12.0,7429796000000.0,Finished,Mexico City Grand Prix,0 days 02:03:49.796000,0.0,
812,HUL,haas,12.0,13.0,7431123000000.0,Finished,Mexico City Grand Prix,0 days 02:03:51.123000,0.0,
813,ZHO,sauber,10.0,14.0,7432490000000.0,Finished,Mexico City Grand Prix,0 days 02:03:52.490000,0.0,
814,BOT,sauber,9.0,15.0,7436411000000.0,Finished,Mexico City Grand Prix,0 days 02:03:56.411000,0.0,
815,SAR,williams,19.0,16.0,,Retired,Mexico City Grand Prix,,0.0,
816,STR,aston_martin,0.0,17.0,,Collision damage,Mexico City Grand Prix,,0.0,
817,ALO,aston_martin,13.0,18.0,,Withdrew,Mexico City Grand Prix,,0.0,
818,MAG,haas,16.0,19.0,,Accident,Mexico City Grand Prix,,0.0,
819,PER,red_bull,5.0,20.0,,Collision damage,Mexico City Grand Prix,,0.0,
820,VER,red_bull,1.0,1.0,7008894000000.0,Finished,São Paulo Grand Prix,0 days 01:56:48.894000,0.0054644808743169,
821,NOR,mclaren,6.0,2.0,7017171000000.0,Finished,São Paulo Grand Prix,0 days 01:56:57.171000,0.0054644808743169,
822,ALO,aston_martin,4.0,3.0,7043049000000.0,Finished,São Paulo Grand Prix,0 days 01:57:23.049000,0.0054644808743169,
823,PER,red_bull,9.0,4.0,7043102000000.0,Finished,São Paulo Grand Prix,0 days 01:57:23.102000,0.0054644808743169,
824,STR,aston_martin,3.0,5.0,7049739000000.0,Finished,São Paulo Grand Prix,0 days 01:57:29.739000,0.0054644808743169,
825,SAI,ferrari,7.0,6.0,7059082000000.0,Finished,São Paulo Grand Prix,0 days 01:57:39.082000,0.0054644808743169,
826,GAS,alpine,15.0,7.0,7064987000000.0,Finished,São Paulo Grand Prix,0 days 01:57:44.987000,0.0054644808743169,
827,HAM,mercedes,5.0,8.0,7071753000000.0,Finished,São Paulo Grand Prix,0 days 01:57:51.753000,0.0054644808743169,
828,TSU,rb,16.0,9.0,7078774000000.0,Finished,São Paulo Grand Prix,0 days 01:57:58.774000,0.0054644808743169,
829,OCO,alpine,14.0,10.0,7088615000000.0,Lapped,São Paulo Grand Prix,0 days 01:58:08.615000,0.0054644808743169,
830,SAR,williams,19.0,11.0,7104982000000.0,Lapped,São Paulo Grand Prix,0 days 01:58:24.982000,0.0054644808743169,
831,HUL,haas,11.0,12.0,7108734000000.0,Lapped,São Paulo Grand Prix,0 days 01:58:28.734000,0.0054644808743169,
832,RIC,rb,17.0,13.0,7148735000000.0,Lapped,São Paulo Grand Prix,0 days 01:59:08.735000,0.0054644808743169,
833,PIA,mclaren,10.0,14.0,7152371000000.0,Lapped,São Paulo Grand Prix,0 days 01:59:12.371000,0.0054644808743169,
834,RUS,mercedes,8.0,15.0,,Retired,São Paulo Grand Prix,,0.0054644808743169,
835,BOT,sauber,18.0,16.0,,Retired,São Paulo Grand Prix,,0.0054644808743169,
836,ZHO,sauber,20.0,17.0,,Retired,São Paulo Grand Prix,,0.0054644808743169,
837,MAG,haas,12.0,18.0,,Retired,São Paulo Grand Prix,,0.0054644808743169,
838,ALB,williams,13.0,19.0,,Retired,São Paulo Grand Prix,,0.0054644808743169,
839,LEC,ferrari,2.0,20.0,,Did not start,São Paulo Grand Prix,,0.0054644808743169,
840,VER,red_bull,2.0,1.0,5348289000000.0,Finished,Las Vegas Grand Prix,0 days 01:29:08.289000,0.0,
841,LEC,ferrari,1.0,2.0,5350359000000.0,Finished,Las Vegas Grand Prix,0 days 01:29:10.359000,0.0,
842,PER,red_bull,11.0,3.0,5350530000000.0,Finished,Las Vegas Grand Prix,0 days 01:29:10.530000,0.0,
843,OCO,alpine,16.0,4.0,5366954000000.0,Finished,Las Vegas Grand Prix,0 days 01:29:26.954000,0.0,
844,STR,aston_martin,19.0,5.0,5368356000000.0,Finished,Las Vegas Grand Prix,0 days 01:29:28.356000,0.0,
845,SAI,ferrari,12.0,6.0,5369123000000.0,Finished,Las Vegas Grand Prix,0 days 01:29:29.123000,0.0,
846,HAM,mercedes,10.0,7.0,5370044000000.0,Finished,Las Vegas Grand Prix,0 days 01:29:30.044000,0.0,
847,RUS,mercedes,3.0,8.0,5371380000000.0,Finished,Las Vegas Grand Prix,0 days 01:29:31.380000,0.0,
848,ALO,aston_martin,9.0,9.0,5374253000000.0,Finished,Las Vegas Grand Prix,0 days 01:29:34.253000,0.0,
849,PIA,mclaren,18.0,10.0,5377785000000.0,Finished,Las Vegas Grand Prix,0 days 01:29:37.785000,0.0,
850,GAS,alpine,4.0,11.0,5382559000000.0,Finished,Las Vegas Grand Prix,0 days 01:29:42.559000,0.0,
851,ALB,williams,5.0,12.0,5391687000000.0,Finished,Las Vegas Grand Prix,0 days 01:29:51.687000,0.0,
852,MAG,haas,8.0,13.0,5393114000000.0,Finished,Las Vegas Grand Prix,0 days 01:29:53.114000,0.0,
853,RIC,rb,14.0,14.0,5396814000000.0,Finished,Las Vegas Grand Prix,0 days 01:29:56.814000,0.0,
854,ZHO,sauber,17.0,15.0,5398451000000.0,Finished,Las Vegas Grand Prix,0 days 01:29:58.451000,0.0,
855,SAR,williams,6.0,16.0,5399171000000.0,Finished,Las Vegas Grand Prix,0 days 01:29:59.171000,0.0,
856,BOT,sauber,7.0,17.0,5433639000000.0,Finished,Las Vegas Grand Prix,0 days 01:30:33.639000,0.0,
857,TSU,rb,20.0,18.0,,Finished,Las Vegas Grand Prix,,0.0,
858,HUL,haas,13.0,19.0,,Finished,Las Vegas Grand Prix,,0.0,
859,NOR,mclaren,15.0,20.0,,Retired,Las Vegas Grand Prix,,0.0,
860,VER,red_bull,1.0,1.0,5222624000000.0,Finished,Abu Dhabi Grand Prix,0 days 01:27:02.624000,0.0,
861,LEC,ferrari,2.0,2.0,5240617000000.0,Finished,Abu Dhabi Grand Prix,0 days 01:27:20.617000,0.0,
862,RUS,mercedes,4.0,3.0,5242952000000.0,Finished,Abu Dhabi Grand Prix,0 days 01:27:22.952000,0.0,
863,PER,red_bull,9.0,4.0,5244077000000.0,Finished,Abu Dhabi Grand Prix,0 days 01:27:24.077000,0.0,
864,NOR,mclaren,5.0,5.0,5246908000000.0,Finished,Abu Dhabi Grand Prix,0 days 01:27:26.908000,0.0,
865,PIA,mclaren,3.0,6.0,5254111000000.0,Finished,Abu Dhabi Grand Prix,0 days 01:27:34.111000,0.0,
866,ALO,aston_martin,7.0,7.0,5262136000000.0,Finished,Abu Dhabi Grand Prix,0 days 01:27:42.136000,0.0,
867,TSU,rb,6.0,8.0,5265712000000.0,Finished,Abu Dhabi Grand Prix,0 days 01:27:45.712000,0.0,
868,HAM,mercedes,11.0,9.0,5267048000000.0,Finished,Abu Dhabi Grand Prix,0 days 01:27:47.048000,0.0,
869,STR,aston_martin,13.0,10.0,5278256000000.0,Finished,Abu Dhabi Grand Prix,0 days 01:27:58.256000,0.0,
870,RIC,rb,15.0,11.0,5278853000000.0,Finished,Abu Dhabi Grand Prix,0 days 01:27:58.853000,0.0,
871,OCO,alpine,12.0,12.0,5288997000000.0,Finished,Abu Dhabi Grand Prix,0 days 01:28:08.997000,0.0,
872,GAS,alpine,10.0,13.0,5292984000000.0,Finished,Abu Dhabi Grand Prix,0 days 01:28:12.984000,0.0,
873,ALB,williams,14.0,14.0,5295808000000.0,Finished,Abu Dhabi Grand Prix,0 days 01:28:15.808000,0.0,
874,HUL,haas,8.0,15.0,5306320000000.0,Finished,Abu Dhabi Grand Prix,0 days 01:28:26.320000,0.0,
875,SAR,williams,20.0,16.0,5310415000000.0,Finished,Abu Dhabi Grand Prix,0 days 01:28:30.415000,0.0,
876,ZHO,sauber,19.0,17.0,5312046000000.0,Finished,Abu Dhabi Grand Prix,0 days 01:28:32.046000,0.0,
877,SAI,ferrari,16.0,18.0,,Finished,Abu Dhabi Grand Prix,,0.0,
878,BOT,sauber,18.0,19.0,5235035000000.0,Lapped,Abu Dhabi Grand Prix,0 days 01:27:15.035000,0.0,
879,MAG,haas,17.0,20.0,5237500000000.0,Lapped,Abu Dhabi Grand Prix,0 days 01:27:17.500000,0.0,
880,VER,red_bull,1.0,1.0,5504742000000.0,Finished,Bahrain Grand Prix,0 days 01:31:44.742000,0.0,
881,PER,red_bull,5.0,2.0,5527199000000.0,Finished,Bahrain Grand Prix,0 days 01:32:07.199000,0.0,
882,SAI,ferrari,4.0,3.0,5529852000000.0,Finished,Bahrain Grand Prix,0 days 01:32:09.852000,0.0,
883,LEC,ferrari,2.0,4.0,5544411000000.0,Finished,Bahrain Grand Prix,0 days 01:32:24.411000,0.0,
884,RUS,mercedes,3.0,5.0,5551530000000.0,Finished,Bahrain Grand Prix,0 days 01:32:31.530000,0.0,
885,NOR,mclaren,7.0,6.0,5553200000000.0,Finished,Bahrain Grand Prix,0 days 01:32:33.200000,0.0,
886,HAM,mercedes,9.0,7.0,5555066000000.0,Finished,Bahrain Grand Prix,0 days 01:32:35.066000,0.0,
887,PIA,mclaren,8.0,8.0,5560824000000.0,Finished,Bahrain Grand Prix,0 days 01:32:40.824000,0.0,
888,ALO,aston_martin,6.0,9.0,5579629000000.0,Finished,Bahrain Grand Prix,0 days 01:32:59.629000,0.0,
889,STR,aston_martin,12.0,10.0,5597958000000.0,Finished,Bahrain Grand Prix,0 days 01:33:17.958000,0.0,
890,ZHO,sauber,17.0,11.0,5604717000000.0,Lapped,Bahrain Grand Prix,0 days 01:33:24.717000,0.0,
891,MAG,haas,15.0,12.0,5606274000000.0,Lapped,Bahrain Grand Prix,0 days 01:33:26.274000,0.0,
892,RIC,rb,14.0,13.0,5606916000000.0,Lapped,Bahrain Grand Prix,0 days 01:33:26.916000,0.0,
893,TSU,rb,11.0,14.0,5607440000000.0,Lapped,Bahrain Grand Prix,0 days 01:33:27.440000,0.0,
894,ALB,williams,13.0,15.0,5609844000000.0,Lapped,Bahrain Grand Prix,0 days 01:33:29.844000,0.0,
895,HUL,haas,10.0,16.0,5615590000000.0,Lapped,Bahrain Grand Prix,0 days 01:33:35.590000,0.0,
896,OCO,alpine,19.0,17.0,5629408000000.0,Lapped,Bahrain Grand Prix,0 days 01:33:49.408000,0.0,
897,GAS,alpine,20.0,18.0,5630375000000.0,Lapped,Bahrain Grand Prix,0 days 01:33:50.375000,0.0,
898,BOT,sauber,16.0,19.0,5681188000000.0,Lapped,Bahrain Grand Prix,0 days 01:34:41.188000,0.0,
899,SAR,williams,18.0,20.0,5701983000000.0,Lapped,Bahrain Grand Prix,0 days 01:35:01.983000,0.0,
900,VER,red_bull,1.0,1.0,4843273000000.0,Finished,Saudi Arabian Grand Prix,0 days 01:20:43.273000,0.0,
901,PER,red_bull,3.0,2.0,4856916000000.0,Finished,Saudi Arabian Grand Prix,0 days 01:20:56.916000,0.0,
902,LEC,ferrari,2.0,3.0,4861912000000.0,Finished,Saudi Arabian Grand Prix,0 days 01:21:01.912000,0.0,
903,PIA,mclaren,5.0,4.0,4875280000000.0,Finished,Saudi Arabian Grand Prix,0 days 01:21:15.280000,0.0,
904,ALO,aston_martin,4.0,5.0,4879032000000.0,Finished,Saudi Arabian Grand Prix,0 days 01:21:19.032000,0.0,
905,RUS,mercedes,7.0,6.0,4883209000000.0,Finished,Saudi Arabian Grand Prix,0 days 01:21:23.209000,0.0,
906,BEA,ferrari,11.0,7.0,4885952000000.0,Finished,Saudi Arabian Grand Prix,0 days 01:21:25.952000,0.0,
907,NOR,mclaren,6.0,8.0,4888981000000.0,Finished,Saudi Arabian Grand Prix,0 days 01:21:28.981000,0.0,
908,HAM,mercedes,8.0,9.0,4890664000000.0,Finished,Saudi Arabian Grand Prix,0 days 01:21:30.664000,0.0,
909,HUL,haas,15.0,10.0,4920269000000.0,Finished,Saudi Arabian Grand Prix,0 days 01:22:00.269000,0.0,
910,ALB,williams,12.0,11.0,4931627000000.0,Finished,Saudi Arabian Grand Prix,0 days 01:22:11.627000,0.0,
911,MAG,haas,13.0,12.0,4949010000000.0,Finished,Saudi Arabian Grand Prix,0 days 01:22:29.010000,0.0,
912,OCO,alpine,17.0,13.0,4953011000000.0,Lapped,Saudi Arabian Grand Prix,0 days 01:22:33.011000,0.0,
913,SAR,williams,19.0,14.0,4955795000000.0,Lapped,Saudi Arabian Grand Prix,0 days 01:22:35.795000,0.0,
914,TSU,rb,9.0,15.0,4959543000000.0,Lapped,Saudi Arabian Grand Prix,0 days 01:22:39.543000,0.0,
915,RIC,rb,14.0,16.0,4969725000000.0,Lapped,Saudi Arabian Grand Prix,0 days 01:22:49.725000,0.0,
916,BOT,sauber,16.0,17.0,4972125000000.0,Lapped,Saudi Arabian Grand Prix,0 days 01:22:52.125000,0.0,
917,ZHO,sauber,20.0,18.0,4978563000000.0,Lapped,Saudi Arabian Grand Prix,0 days 01:22:58.563000,0.0,
918,STR,aston_martin,10.0,19.0,,Retired,Saudi Arabian Grand Prix,,0.0,
919,GAS,alpine,18.0,20.0,,Retired,Saudi Arabian Grand Prix,,0.0,
920,SAI,ferrari,2.0,1.0,4826843000000.0,Finished,Australian Grand Prix,0 days 01:20:26.843000,0.0,
921,LEC,ferrari,4.0,2.0,4829209000000.0,Finished,Australian Grand Prix,0 days 01:20:29.209000,0.0,
922,NOR,mclaren,3.0,3.0,4832747000000.0,Finished,Australian Grand Prix,0 days 01:20:32.747000,0.0,
923,PIA,mclaren,5.0,4.0,4862613000000.0,Finished,Australian Grand Prix,0 days 01:21:02.613000,0.0,
924,PER,red_bull,6.0,5.0,4883152000000.0,Finished,Australian Grand Prix,0 days 01:21:23.152000,0.0,
925,STR,aston_martin,9.0,6.0,4920065000000.0,Finished,Australian Grand Prix,0 days 01:22:00.065000,0.0,
926,TSU,rb,8.0,7.0,4922444000000.0,Finished,Australian Grand Prix,0 days 01:22:02.444000,0.0,
927,ALO,aston_martin,10.0,8.0,4927835000000.0,Finished,Australian Grand Prix,0 days 01:22:07.835000,0.0,
928,HUL,haas,16.0,9.0,4931396000000.0,Finished,Australian Grand Prix,0 days 01:22:11.396000,0.0,
929,MAG,haas,14.0,10.0,4935477000000.0,Lapped,Australian Grand Prix,0 days 01:22:15.477000,0.0,
930,ALB,williams,12.0,11.0,4936405000000.0,Lapped,Australian Grand Prix,0 days 01:22:16.405000,0.0,
931,RIC,rb,18.0,12.0,4942904000000.0,Lapped,Australian Grand Prix,0 days 01:22:22.904000,0.0,
932,GAS,alpine,17.0,13.0,4972349000000.0,Lapped,Australian Grand Prix,0 days 01:22:52.349000,0.0,
933,BOT,sauber,13.0,14.0,4973722000000.0,Lapped,Australian Grand Prix,0 days 01:22:53.722000,0.0,
934,ZHO,sauber,19.0,15.0,4975689000000.0,Lapped,Australian Grand Prix,0 days 01:22:55.689000,0.0,
935,OCO,alpine,15.0,16.0,4985375000000.0,Lapped,Australian Grand Prix,0 days 01:23:05.375000,0.0,
936,RUS,mercedes,7.0,17.0,,Finished,Australian Grand Prix,,0.0,
937,HAM,mercedes,11.0,18.0,,Retired,Australian Grand Prix,,0.0,
938,VER,red_bull,1.0,19.0,,Retired,Australian Grand Prix,,0.0,
939,VER,red_bull,1.0,1.0,6863566000000.0,Finished,Japanese Grand Prix,0 days 01:54:23.566000,0.0,
940,PER,red_bull,2.0,2.0,6876101000000.0,Finished,Japanese Grand Prix,0 days 01:54:36.101000,0.0,
941,SAI,ferrari,4.0,3.0,6884432000000.0,Finished,Japanese Grand Prix,0 days 01:54:44.432000,0.0,
942,LEC,ferrari,8.0,4.0,6890088000000.0,Finished,Japanese Grand Prix,0 days 01:54:50.088000,0.0,
943,NOR,mclaren,3.0,5.0,6893266000000.0,Finished,Japanese Grand Prix,0 days 01:54:53.266000,0.0,
944,ALO,aston_martin,5.0,6.0,6907838000000.0,Finished,Japanese Grand Prix,0 days 01:55:07.838000,0.0,
945,RUS,mercedes,9.0,7.0,6909517000000.0,Finished,Japanese Grand Prix,0 days 01:55:09.517000,0.0,
946,PIA,mclaren,6.0,8.0,6911091000000.0,Finished,Japanese Grand Prix,0 days 01:55:11.091000,0.0,
947,HAM,mercedes,7.0,9.0,6912192000000.0,Finished,Japanese Grand Prix,0 days 01:55:12.192000,0.0,
948,TSU,rb,10.0,10.0,6913794000000.0,Lapped,Japanese Grand Prix,0 days 01:55:13.794000,0.0,
949,HUL,haas,12.0,11.0,6919360000000.0,Lapped,Japanese Grand Prix,0 days 01:55:19.360000,0.0,
950,STR,aston_martin,16.0,12.0,6923425000000.0,Lapped,Japanese Grand Prix,0 days 01:55:23.425000,0.0,
951,MAG,haas,18.0,13.0,6930111000000.0,Lapped,Japanese Grand Prix,0 days 01:55:30.111000,0.0,
952,BOT,sauber,13.0,14.0,6931085000000.0,Lapped,Japanese Grand Prix,0 days 01:55:31.085000,0.0,
953,OCO,alpine,15.0,15.0,6953344000000.0,Lapped,Japanese Grand Prix,0 days 01:55:53.344000,0.0,
954,GAS,alpine,17.0,16.0,6967258000000.0,Lapped,Japanese Grand Prix,0 days 01:56:07.258000,0.0,
955,SAR,williams,19.0,17.0,6984957000000.0,Lapped,Japanese Grand Prix,0 days 01:56:24.957000,0.0,
956,ZHO,sauber,20.0,18.0,,Retired,Japanese Grand Prix,,0.0,
957,RIC,rb,11.0,19.0,,Retired,Japanese Grand Prix,,0.0,
958,ALB,williams,14.0,20.0,,Retired,Japanese Grand Prix,,0.0,
959,VER,red_bull,1.0,1.0,6052554000000.0,Finished,Chinese Grand Prix,0 days 01:40:52.554000,0.0,
960,NOR,mclaren,4.0,2.0,6066327000000.0,Finished,Chinese Grand Prix,0 days 01:41:06.327000,0.0,
961,PER,red_bull,2.0,3.0,6071714000000.0,Finished,Chinese Grand Prix,0 days 01:41:11.714000,0.0,
962,LEC,ferrari,6.0,4.0,6076177000000.0,Finished,Chinese Grand Prix,0 days 01:41:16.177000,0.0,
963,SAI,ferrari,7.0,5.0,6086537000000.0,Finished,Chinese Grand Prix,0 days 01:41:26.537000,0.0,
964,RUS,mercedes,8.0,6.0,6091278000000.0,Finished,Chinese Grand Prix,0 days 01:41:31.278000,0.0,
965,ALO,aston_martin,3.0,7.0,6095968000000.0,Finished,Chinese Grand Prix,0 days 01:41:35.968000,0.0,
966,PIA,mclaren,5.0,8.0,6108752000000.0,Finished,Chinese Grand Prix,0 days 01:41:48.752000,0.0,
967,HAM,mercedes,18.0,9.0,6110540000000.0,Finished,Chinese Grand Prix,0 days 01:41:50.540000,0.0,
968,HUL,haas,9.0,10.0,6113030000000.0,Finished,Chinese Grand Prix,0 days 01:41:53.030000,0.0,
969,OCO,alpine,13.0,11.0,6115366000000.0,Finished,Chinese Grand Prix,0 days 01:41:55.366000,0.0,
970,ALB,williams,14.0,12.0,6118060000000.0,Finished,Chinese Grand Prix,0 days 01:41:58.060000,0.0,
971,GAS,alpine,15.0,13.0,6121777000000.0,Finished,Chinese Grand Prix,0 days 01:42:01.777000,0.0,
972,ZHO,sauber,16.0,14.0,6124243000000.0,Finished,Chinese Grand Prix,0 days 01:42:04.243000,0.0,
973,STR,aston_martin,11.0,15.0,6135340000000.0,Finished,Chinese Grand Prix,0 days 01:42:15.340000,0.0,
974,MAG,haas,17.0,16.0,6140087000000.0,Finished,Chinese Grand Prix,0 days 01:42:20.087000,0.0,
975,SAR,williams,20.0,17.0,6147664000000.0,Finished,Chinese Grand Prix,0 days 01:42:27.664000,0.0,
976,RIC,rb,12.0,18.0,,Retired,Chinese Grand Prix,,0.0,
977,TSU,rb,19.0,19.0,,Retired,Chinese Grand Prix,,0.0,
978,BOT,sauber,10.0,20.0,,Retired,Chinese Grand Prix,,0.0,
979,NOR,mclaren,5.0,1.0,5449876000000.0,Finished,Miami Grand Prix,0 days 01:30:49.876000,0.0,
980,VER,red_bull,1.0,2.0,5457488000000.0,Finished,Miami Grand Prix,0 days 01:30:57.488000,0.0,
981,LEC,ferrari,2.0,3.0,5459796000000.0,Finished,Miami Grand Prix,0 days 01:30:59.796000,0.0,
